user_id	country_code	signup_ts
10000288	IT	1552867200000
10000289	SE	1552348800000
10000290	GB	1553990400000
10000291	IT	1551744000000
10000292	GB	1551484800000
10000293	SE	1552435200000
10000294	FR	1552867200000
10000295	IT	1553731200000
10000296	GB	1553040000000
10000297	GB	1552780800000
10000298	ES	1552867200000
10000299	GB	1551744000000
10000300	IT	1552176000000
10000301	IT	1553385600000
10000302	SE	1551744000000
10000303	ES	1554163200000
10000304	GB	1552003200000
10000305	IT	1552953600000
10000306	GB	1554163200000
10000307	IT	1552521600000
10000308	SE	1553990400000
10000309	IT	1553990400000
10000310	SE	1552867200000
10000311	IT	1553644800000
10000312	GB	1552435200000
10000313	IT	1553126400000
10000314	IT	1553558400000
10000315	IT	1553385600000
10000316	IT	1553558400000
10000317	SE	1551916800000
10000318	IT	1553212800000
10000319	IT	1553558400000
10000320	IT	1551744000000
10000321	IT	1553990400000
10000322	IT	1553990400000
10000323	IT	1553299200000
10000324	IT	1553558400000
10000325	GB	1553731200000
10000326	GB	1553472000000
10000327	IT	1551571200000
10000328	GB	1552953600000
10000329	GB	1552435200000
10000330	IT	1552003200000
10000331	SE	1554163200000
10000332	GB	1553385600000
10000333	IT	1552435200000
10000334	GB	1551484800000
10000335	SE	1552262400000
10000336	IT	1551830400000
10000337	SE	1553558400000
10000338	SE	1553904000000
10000339	FR	1553212800000
10000340	IT	1553299200000
10000341	IT	1552003200000
10000342	GB	1551916800000
10000343	IT	1554076800000
10000344	SE	1552262400000
10000345	FR	1553126400000
10000346	SE	1551744000000
10000347	IT	1551744000000
10000348	GB	1553731200000
10000349	GB	1553904000000
10000350	IT	1552867200000
10000351	SE	1553040000000
10000352	IT	1553644800000
10000353	SE	1551830400000
10000354	SE	1554076800000
10000355	IT	1553558400000
10000356	SE	1552003200000
10000357	GB	1553299200000
10000358	IT	1552521600000
10000359	SE	1552348800000
10000360	SE	1552348800000
10000361	SE	1554076800000
10000362	GB	1552089600000
10000363	FR	1553644800000
10000364	FR	1553212800000
10000365	SE	1553990400000
10000366	SE	1552521600000
10000367	GB	1553731200000
10000368	SE	1553040000000
10000369	IT	1552867200000
10000370	SE	1553558400000
10000371	IT	1552262400000
10000372	SE	1553731200000
10000373	IT	1553644800000
10000374	GB	1553472000000
10000375	IT	1553299200000
10000376	GB	1552694400000
10000377	FR	1554076800000
10000378	SE	1553472000000
10000379	ES	1552780800000
10000380	GB	1553472000000
10000381	IT	1552953600000
10000382	IT	1553472000000
10000383	GB	1552780800000
10000384	SE	1552953600000
10000385	IT	1553817600000
10000386	SE	1553385600000
10000387	IT	1552694400000
10000388	IT	1553731200000
10000389	IT	1552608000000
10000390	IT	1553212800000
10000391	IT	1553904000000
10000392	IT	1554163200000
10000393	SE	1551657600000
10000394	GB	1551830400000
10000395	IT	1553558400000
10000396	ES	1553558400000
10000397	IT	1553817600000
10000398	IT	1553385600000
10000399	IT	1552694400000
10000400	SE	1552262400000
10000401	GB	1553299200000
10000402	SE	1553299200000
10000403	GB	1551657600000
10000404	IT	1552953600000
10000405	SE	1552089600000
10000406	ES	1551744000000
10000407	IT	1551744000000
10000408	SE	1553731200000
10000409	GB	1553644800000
10000410	IT	1553644800000
10000411	SE	1553040000000
10000412	IT	1553990400000
10000413	SE	1553299200000
10000414	SE	1552694400000
10000415	IT	1553644800000
10000416	IT	1553126400000
10000417	ES	1552608000000
10000418	FR	1552608000000
10000419	ES	1553731200000
10000420	IT	1553472000000
10000421	IT	1553817600000
10000422	FR	1552089600000
10000423	IT	1552003200000
10000424	IT	1553472000000
10000425	IT	1552089600000
10000426	ES	1554163200000
10000427	IT	1553817600000
10000428	SE	1552608000000
10000429	IT	1552003200000
10000430	IT	1554076800000
10000431	GB	1552435200000
10000432	IT	1552435200000
10000433	SE	1553472000000
10000434	IT	1553040000000
10000435	IT	1554076800000
10000436	IT	1552003200000
10000437	GB	1554076800000
10000438	FR	1553817600000
10000439	IT	1551571200000
10000440	IT	1553644800000
10000441	IT	1552608000000
10000442	GB	1551744000000
10000443	IT	1553644800000
10000444	IT	1554076800000
10000445	SE	1553385600000
10000446	GB	1552262400000
10000447	IT	1552608000000
10000448	IT	1551484800000
10000449	SE	1553126400000
10000450	GB	1553126400000
10000451	IT	1553472000000
10000452	SE	1553472000000
10000453	SE	1553299200000
10000454	SE	1554076800000
10000455	ES	1553299200000
10000456	SE	1552262400000
10000457	GB	1553472000000
10000458	SE	1552780800000
10000459	IT	1552003200000
10000460	FR	1553126400000
10000461	IT	1552521600000
10000462	IT	1552694400000
10000463	IT	1553472000000
10000464	IT	1553731200000
10000465	GB	1553212800000
10000466	SE	1553212800000
10000467	SE	1552262400000
10000468	GB	1551571200000
10000469	IT	1552262400000
10000470	IT	1551830400000
10000471	IT	1553558400000
10000472	IT	1553644800000
10000473	IT	1551830400000
10000474	ES	1552780800000
10000475	IT	1553212800000
10000476	IT	1552348800000
10000477	SE	1552608000000
10000478	SE	1553731200000
10000479	SE	1552348800000
10000480	IT	1553385600000
10000481	SE	1551744000000
10000482	GB	1553990400000
10000483	GB	1552694400000
10000484	IT	1553817600000
10000485	GB	1553990400000
10000486	IT	1552694400000
10000487	IT	1553299200000
10000488	IT	1553731200000
10000489	GB	1552348800000
10000490	SE	1553126400000
10000491	SE	1552953600000
10000492	SE	1552262400000
10000493	GB	1553299200000
10000494	FR	1553472000000
10000495	FR	1553472000000
10000496	IT	1551916800000
10000497	GB	1551830400000
10000498	ES	1553212800000
10000499	GB	1552867200000
10000500	FR	1553385600000
10000501	IT	1552953600000
10000502	SE	1553558400000
10000503	SE	1552348800000
10000504	GB	1552953600000
10000505	ES	1553385600000
10000506	IT	1551830400000
10000507	ES	1552003200000
10000508	SE	1553040000000
10000509	GB	1552089600000
10000510	IT	1552608000000
10000511	FR	1552521600000
10000512	GB	1553558400000
10000513	GB	1552348800000
10000514	FR	1553644800000
10000515	IT	1551916800000
10000516	ES	1552089600000
10000517	IT	1552694400000
10000518	GB	1553644800000
10000519	ES	1553385600000
10000520	IT	1554163200000
10000521	IT	1554076800000
10000522	IT	1553299200000
10000523	IT	1553040000000
10000524	GB	1553558400000
10000525	IT	1553817600000
10000526	IT	1554163200000
10000527	SE	1552348800000
10000528	IT	1552435200000
10000529	IT	1553212800000
10000530	IT	1553817600000
10000531	SE	1551830400000
10000532	IT	1552608000000
10000533	GB	1551571200000
10000534	SE	1552867200000
10000535	FR	1554076800000
10000536	GB	1553126400000
10000537	ES	1554163200000
10000538	IT	1553904000000
10000539	IT	1553040000000
10000540	IT	1553299200000
10000541	GB	1552953600000
10000542	IT	1552521600000
10000543	IT	1553817600000
10000544	SE	1553040000000
10000545	IT	1552953600000
10000546	SE	1551657600000
10000547	IT	1552176000000
10000548	IT	1553817600000
10000549	ES	1553644800000
10000550	ES	1551830400000
10000551	IT	1553644800000
10000552	GB	1553644800000
10000553	IT	1553644800000
10000554	IT	1552521600000
10000555	ES	1554076800000
10000556	IT	1552521600000
10000557	GB	1552953600000
10000558	GB	1552348800000
10000559	IT	1553731200000
10000560	IT	1551744000000
10000561	SE	1553731200000
10000562	GB	1553472000000
10000563	SE	1552694400000
10000564	IT	1553126400000
10000565	FR	1551916800000
10000566	ES	1553990400000
10000567	GB	1552348800000
10000568	IT	1552089600000
10000569	IT	1552780800000
10000570	FR	1552694400000
10000571	IT	1554163200000
10000572	FR	1552262400000
10000573	GB	1553040000000
10000574	IT	1553731200000
10000575	IT	1551571200000
10000576	IT	1551657600000
10000577	ES	1553040000000
10000578	IT	1551916800000
10000579	IT	1553472000000
10000580	IT	1552003200000
10000581	SE	1552521600000
10000582	GB	1553385600000
10000583	SE	1553817600000
10000584	SE	1554076800000
10000585	FR	1553731200000
10000586	SE	1552780800000
10000587	SE	1551484800000
10000588	IT	1552953600000
10000589	GB	1552953600000
10000590	IT	1553040000000
10000591	IT	1553904000000
10000592	SE	1553299200000
10000593	IT	1552694400000
10000594	SE	1551744000000
10000595	IT	1553299200000
10000596	FR	1553817600000
10000597	GB	1551830400000
10000598	SE	1554163200000
10000599	SE	1554163200000
10000600	SE	1553299200000
10000601	IT	1552262400000
10000602	IT	1553040000000
10000603	IT	1553040000000
10000604	IT	1552694400000
10000605	GB	1552348800000
10000606	GB	1553558400000
10000607	IT	1552003200000
10000608	IT	1551830400000
10000609	IT	1553904000000
10000610	IT	1552435200000
10000611	SE	1552780800000
10000612	SE	1551744000000
10000613	GB	1553817600000
10000614	GB	1553040000000
10000615	SE	1551830400000
10000616	IT	1553990400000
10000617	IT	1554163200000
10000618	IT	1553644800000
10000619	FR	1552867200000
10000620	SE	1551830400000
10000621	IT	1552953600000
10000622	GB	1553644800000
10000623	SE	1553558400000
10000624	SE	1553040000000
10000625	SE	1552176000000
10000626	IT	1553126400000
10000627	IT	1551657600000
10000628	GB	1553817600000
10000629	FR	1552435200000
10000630	FR	1552262400000
10000631	GB	1553731200000
10000632	FR	1553472000000
10000633	FR	1553472000000
10000634	SE	1552780800000
10000635	IT	1552089600000
10000636	FR	1553904000000
10000637	GB	1552608000000
10000638	ES	1552694400000
10000639	IT	1553990400000
10000640	IT	1553385600000
10000641	IT	1552003200000
10000642	IT	1552003200000
10000643	GB	1552608000000
10000644	GB	1554076800000
10000645	IT	1553040000000
10000646	IT	1553644800000
10000647	IT	1552348800000
10000648	IT	1552348800000
10000649	ES	1553731200000
10000650	GB	1553904000000
10000651	IT	1553126400000
10000652	ES	1553817600000
10000653	SE	1552867200000
10000654	ES	1553212800000
10000655	GB	1551571200000
10000656	SE	1552003200000
10000657	SE	1553558400000
10000658	IT	1552003200000
10000659	SE	1553472000000
10000660	SE	1552521600000
10000661	IT	1553385600000
10000662	GB	1552089600000
10000663	ES	1553644800000
10000664	IT	1552694400000
10000665	IT	1553644800000
10000666	IT	1553040000000
10000667	FR	1552953600000
10000668	SE	1553644800000
10000669	FR	1552953600000
10000670	IT	1553817600000
10000671	IT	1552435200000
10000672	IT	1553904000000
10000673	FR	1552262400000
10000674	GB	1553126400000
10000675	IT	1554076800000
10000676	GB	1554163200000
10000677	GB	1553212800000
10000678	GB	1553904000000
10000679	GB	1553385600000
10000680	IT	1552521600000
10000681	GB	1552608000000
10000682	GB	1553299200000
10000683	IT	1553904000000
10000684	IT	1552953600000
10000685	SE	1551571200000
10000686	SE	1552608000000
10000687	SE	1552003200000
10000688	FR	1552521600000
10000689	SE	1552694400000
10000690	SE	1552003200000
10000691	IT	1551657600000
10000692	SE	1552608000000
10000693	IT	1553126400000
10000694	SE	1553040000000
10000695	ES	1553472000000
10000696	GB	1554163200000
10000697	IT	1553731200000
10000698	IT	1552953600000
10000699	IT	1552608000000
10000700	FR	1552608000000
10000701	IT	1553558400000
10000702	SE	1553212800000
10000703	IT	1552003200000
10000704	GB	1551744000000
10000705	GB	1552608000000
10000706	IT	1552089600000
10000707	SE	1552262400000
10000708	SE	1553904000000
10000709	FR	1552521600000
10000710	SE	1552780800000
10000711	IT	1552521600000
10000712	IT	1553040000000
10000713	ES	1553212800000
10000714	ES	1552521600000
10000715	IT	1553558400000
10000716	GB	1553212800000
10000717	ES	1552435200000
10000718	ES	1553299200000
10000719	FR	1553817600000
10000720	IT	1551744000000
10000721	IT	1552694400000
10000722	SE	1553558400000
10000723	IT	1552953600000
10000724	FR	1553644800000
10000725	ES	1553731200000
10000726	GB	1551484800000
10000727	ES	1552867200000
10000728	SE	1551916800000
10000729	SE	1551744000000
10000730	IT	1553817600000
10000731	ES	1553817600000
10000732	IT	1552003200000
10000733	IT	1551744000000
10000734	IT	1553385600000
10000735	GB	1552003200000
10000736	IT	1553817600000
10000737	ES	1552089600000
10000738	SE	1553212800000
10000739	IT	1553040000000
10000740	IT	1554076800000
10000741	SE	1552435200000
10000742	SE	1553904000000
10000743	IT	1552694400000
10000744	IT	1551744000000
10000745	ES	1553040000000
10000746	GB	1552521600000
10000747	IT	1552435200000
10000748	IT	1553558400000
10000749	SE	1553558400000
10000750	SE	1554076800000
10000751	IT	1552521600000
10000752	ES	1552953600000
10000753	IT	1553558400000
10000754	SE	1553212800000
10000755	IT	1552348800000
10000756	FR	1552521600000
10000757	SE	1553558400000
10000758	ES	1553385600000
10000759	IT	1552435200000
10000760	IT	1553472000000
10000761	FR	1552348800000
10000762	SE	1551916800000
10000763	IT	1553731200000
10000764	IT	1552953600000
10000765	GB	1551657600000
10000766	GB	1552608000000
10000767	SE	1551744000000
10000768	IT	1553644800000
10000769	IT	1553299200000
10000770	SE	1551744000000
10000771	SE	1553040000000
10000772	IT	1553644800000
10000773	IT	1551571200000
10000774	GB	1553731200000
10000775	SE	1553990400000
10000776	GB	1553040000000
10000777	IT	1552262400000
10000778	IT	1553644800000
10000779	ES	1552953600000
10000780	SE	1552694400000
10000781	IT	1554076800000
10000782	FR	1553299200000
10000783	FR	1553212800000
10000784	SE	1553212800000
10000785	ES	1552089600000
10000786	GB	1551830400000
10000787	GB	1554076800000
10000788	SE	1551657600000
10000789	ES	1553817600000
10000790	IT	1553817600000
10000791	IT	1553990400000
10000792	IT	1553558400000
10000793	SE	1552694400000
10000794	SE	1553472000000
10000795	SE	1553472000000
10000796	GB	1553731200000
10000797	FR	1552348800000
10000798	IT	1552953600000
10000799	GB	1552089600000
10000800	FR	1553126400000
10000801	SE	1552694400000
10000802	GB	1553644800000
10000803	FR	1553040000000
10000804	FR	1553817600000
10000805	IT	1553904000000
10000806	IT	1553990400000
10000807	IT	1553731200000
10000808	GB	1553299200000
10000809	GB	1552176000000
10000810	ES	1552176000000
10000811	IT	1553472000000
10000812	SE	1551484800000
10000813	SE	1552608000000
10000814	ES	1552435200000
10000815	SE	1552262400000
10000816	IT	1553731200000
10000817	IT	1553817600000
10000818	IT	1552521600000
10000819	SE	1552003200000
10000820	SE	1552003200000
10000821	GB	1552953600000
10000822	IT	1553731200000
10000823	SE	1553472000000
10000824	IT	1553040000000
10000825	GB	1552262400000
10000826	ES	1553817600000
10000827	IT	1552176000000
10000828	SE	1551916800000
10000829	IT	1552262400000
10000830	SE	1553126400000
10000831	GB	1552435200000
10000832	ES	1552608000000
10000833	FR	1554076800000
10000834	GB	1552262400000
10000835	ES	1552694400000
10000836	IT	1553904000000
10000837	FR	1552953600000
10000838	IT	1553299200000
10000839	IT	1553472000000
10000840	IT	1552953600000
10000841	FR	1553904000000
10000842	GB	1551830400000
10000843	IT	1553731200000
10000844	IT	1552694400000
10000845	IT	1553040000000
10000846	IT	1553472000000
10000847	IT	1551830400000
10000848	ES	1553644800000
10000849	SE	1553126400000
10000850	IT	1552435200000
10000851	IT	1553990400000
10000852	SE	1551484800000
10000853	IT	1553644800000
10000854	GB	1553472000000
10000855	ES	1552435200000
10000856	IT	1552867200000
10000857	IT	1552262400000
10000858	IT	1553644800000
10000859	IT	1552780800000
10000860	FR	1553212800000
10000861	GB	1553731200000
10000862	GB	1552867200000
10000863	SE	1553299200000
10000864	SE	1552435200000
10000865	ES	1551916800000
10000866	ES	1552953600000
10000867	GB	1553212800000
10000868	GB	1552348800000
10000869	IT	1553558400000
10000870	SE	1552867200000
10000871	SE	1553126400000
10000872	IT	1552780800000
10000873	IT	1554076800000
10000874	GB	1552003200000
10000875	GB	1553299200000
10000876	IT	1554163200000
10000877	IT	1552003200000
10000878	SE	1552348800000
10000879	SE	1552867200000
10000880	GB	1553731200000
10000881	IT	1553817600000
10000882	IT	1552867200000
10000883	IT	1553904000000
10000884	IT	1552694400000
10000885	IT	1553299200000
10000886	ES	1553990400000
10000887	ES	1553040000000
10000888	IT	1552780800000
10000889	SE	1552521600000
10000890	IT	1552521600000
10000891	IT	1553212800000
10000892	IT	1551484800000
10000893	GB	1553472000000
10000894	GB	1554163200000
10000895	SE	1553817600000
10000896	IT	1552608000000
10000897	IT	1551830400000
10000898	ES	1552867200000
10000899	SE	1553904000000
10000900	ES	1553212800000
10000901	ES	1552867200000
10000902	FR	1553731200000
10000903	IT	1552867200000
10000904	IT	1552867200000
10000905	GB	1553126400000
10000906	GB	1553558400000
10000907	FR	1553990400000
10000908	ES	1552262400000
10000909	IT	1553731200000
10000910	ES	1553990400000
10000911	IT	1553990400000
10000912	SE	1553212800000
10000913	SE	1552521600000
10000914	IT	1553817600000
10000915	GB	1553904000000
10000916	IT	1552003200000
10000917	GB	1553904000000
10000918	ES	1553558400000
10000919	FR	1552953600000
10000920	SE	1553472000000
10000921	SE	1552435200000
10000922	IT	1552521600000
10000923	ES	1552435200000
10000924	IT	1553126400000
10000925	IT	1553644800000
10000926	IT	1554163200000
10000927	IT	1551916800000
10000928	SE	1553644800000
10000929	IT	1553040000000
10000930	IT	1554076800000
10000931	SE	1553472000000
10000932	IT	1552780800000
10000933	SE	1553385600000
10000934	IT	1553212800000
10000935	GB	1553040000000
10000936	IT	1553126400000
10000937	IT	1553126400000
10000938	IT	1552003200000
10000939	IT	1551830400000
10000940	ES	1552089600000
10000941	GB	1552521600000
10000942	GB	1552348800000
10000943	FR	1551744000000
10000944	IT	1552262400000
10000945	SE	1553126400000
10000946	IT	1552953600000
10000947	SE	1552608000000
10000948	IT	1553385600000
10000949	IT	1554163200000
10000950	GB	1552089600000
10000951	IT	1553731200000
10000952	GB	1553472000000
10000953	ES	1552176000000
10000954	IT	1553212800000
10000955	IT	1553558400000
10000956	ES	1552521600000
10000957	IT	1554076800000
10000958	IT	1553644800000
10000959	SE	1553731200000
10000960	IT	1553472000000
10000961	IT	1552003200000
10000962	IT	1552780800000
10000963	SE	1551830400000
10000964	IT	1552521600000
10000965	GB	1553904000000
10000966	GB	1552608000000
10000967	SE	1553385600000
10000968	IT	1552089600000
10000969	IT	1552003200000
10000970	IT	1554163200000
10000971	GB	1552867200000
10000972	FR	1551657600000
10000973	IT	1551571200000
10000974	SE	1552953600000
10000975	IT	1552003200000
10000976	SE	1553731200000
10000977	IT	1552435200000
10000978	IT	1554076800000
10000979	IT	1553904000000
10000980	IT	1552003200000
10000981	IT	1552953600000
10000982	IT	1553558400000
10000983	SE	1552521600000
10000984	SE	1551571200000
10000985	SE	1552435200000
10000986	GB	1553385600000
10000987	IT	1552867200000
10000988	IT	1553731200000
10000989	GB	1553472000000
10000990	FR	1552867200000
10000991	SE	1553212800000
10000992	GB	1552780800000
10000993	IT	1553644800000
10000994	SE	1552435200000
10000995	IT	1553904000000
10000996	ES	1551657600000
10000997	IT	1551744000000
10000998	GB	1553126400000
10000999	SE	1553299200000
10001000	SE	1553731200000
10001001	IT	1554076800000
10001002	GB	1552694400000
10001003	IT	1552780800000
10001004	IT	1553299200000
10001005	IT	1552435200000
10001006	GB	1553299200000
10001007	SE	1553299200000
10001008	IT	1553731200000
10001009	ES	1553472000000
10001010	ES	1553126400000
10001011	GB	1551744000000
10001012	ES	1551744000000
10001013	ES	1552176000000
10001014	IT	1553990400000
10001015	IT	1552608000000
10001016	FR	1553990400000
10001017	GB	1552953600000
10001018	IT	1552521600000
10001019	IT	1552867200000
10001020	IT	1553644800000
10001021	GB	1552521600000
10001022	IT	1552176000000
10001023	GB	1552435200000
10001024	ES	1552953600000
10001025	IT	1552435200000
10001026	ES	1553558400000
10001027	GB	1551657600000
10001028	FR	1552780800000
10001029	IT	1552780800000
10001030	SE	1552521600000
10001031	FR	1551571200000
10001032	IT	1552521600000
10001033	GB	1552262400000
10001034	SE	1552348800000
10001035	SE	1552867200000
10001036	ES	1554163200000
10001037	IT	1553040000000
10001038	IT	1552348800000
10001039	GB	1554076800000
10001040	GB	1551744000000
10001041	IT	1552176000000
10001042	IT	1551830400000
10001043	IT	1553385600000
10001044	IT	1554076800000
10001045	FR	1552608000000
10001046	GB	1552694400000
10001047	IT	1553299200000
10001048	GB	1554076800000
10001049	IT	1554076800000
10001050	FR	1551744000000
10001051	IT	1552694400000
10001052	IT	1552089600000
10001053	SE	1553040000000
10001054	IT	1551916800000
10001055	ES	1552953600000
10001056	GB	1552435200000
10001057	GB	1553644800000
10001058	GB	1554163200000
10001059	SE	1553817600000
10001060	IT	1552521600000
10001061	SE	1552521600000
10001062	IT	1552694400000
10001063	ES	1553299200000
10001064	ES	1554163200000
10001065	GB	1553731200000
10001066	SE	1554076800000
10001067	GB	1552867200000
10001068	IT	1552435200000
10001069	IT	1553990400000
10001070	SE	1552867200000
10001071	ES	1552435200000
10001072	IT	1553817600000
10001073	IT	1552003200000
